id,username,email,role,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
124,perezrobert,perezrobert@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3022.53,58382,2024-09-16,23:33:21,14.219073,23.095015,1,71,333.7
125,derrick74,derrick74@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4342.05,04981,2024-02-05,19:10:19,-21.077338,106.521277,0,83,402.55
126,palmersteven,palmersteven@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2522.57,85176,2024-07-09,08:58:46,-80.379006,-132.646716,1,72,324.0
127,kristensims,kristensims@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4336.89,71380,2024-11-29,13:11:30,-48.96186,-6.495969,1,60,276.0
128,melissarusso,melissarusso@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3508.67,46539,2024-01-20,20:41:18,69.096554,29.640973,0,97,446.2
129,harveymarie,harveymarie@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2705.68,63130,2024-02-14,23:12:15,-34.256632,-29.027629,0,90,405.0
130,brett21,brett21@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2056.72,83207,2024-04-17,16:53:52,-86.210044,112.957658,1,77,327.25
131,christinagutierrez,christinagutierrez@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3280.32,37955,2024-04-06,18:58:47,29.432968,-55.835795,0,75,337.5
132,cperry,cperry@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1239.43,14019,2024-03-23,14:18:31,-6.139926,-29.963343,0,53,243.8
133,glenn34,glenn34@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4008.48,96747,2024-06-25,05:01:45,78.164963,-83.330934,0,60,282.0
134,kimberly62,kimberly62@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3852.11,66780,2024-06-18,17:41:07,-41.09043,68.160846,0,93,437.1
135,jrios,jrios@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1096.26,73303,2024-01-24,22:31:58,87.651577,-51.766015,0,56,257.6
136,karen49,karen49@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4180.41,37159,2024-11-02,21:30:17,66.509294,-28.293103,1,37,157.25
137,walkersteven,walkersteven@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3601.76,19640,2024-03-11,08:32:16,-49.69859,86.261342,0,33,151.8
138,hailey58,hailey58@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2932.34,88494,2024-05-20,11:44:24,36.812459,1.697794,1,13,59.8
139,jonesmatthew,jonesmatthew@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4464.7,01474,2024-09-14,01:57:07,-71.608095,91.745899,0,46,216.2
140,smcconnell,smcconnell@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2242.17,01755,2024-07-11,04:36:22,-19.896498,-11.495669,0,80,360.0
141,melissafinley,melissafinley@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3716.42,97597,2024-03-13,22:32:04,28.572528,-115.898554,0,73,335.8
142,matthewsanchez,matthewsanchez@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4906.36,99139,2024-10-18,17:17:56,55.476775,-18.719718,1,31,139.5
143,ballalexandra,ballalexandra@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4511.0,05044,2024-07-02,07:23:15,56.899469,50.567756,0,41,184.5
144,joelwhite,joelwhite@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2470.19,65649,2024-09-23,13:21:34,-39.966138,31.822877,0,85,412.25
145,uadams,uadams@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4649.07,74173,2024-10-30,20:33:14,-79.703041,151.870642,0,82,348.5
146,tamara98,tamara98@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1582.08,52763,2024-11-20,20:29:25,47.227146,-80.003977,0,53,238.5
147,juliebarton,juliebarton@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1149.76,57174,2024-04-25,04:54:07,85.423118,-167.657381,1,97,412.25
148,alexander40,alexander40@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1212.81,70340,2024-09-10,23:34:32,-17.469988,110.146938,0,78,366.6
149,grace69,grace69@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2679.17,40718,2024-06-01,06:34:55,58.523919,41.137374,1,36,174.6
150,phall,phall@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3216.04,12319,2024-02-24,20:55:55,83.040442,-109.150231,1,37,157.25
151,crystalbrown,crystalbrown@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2299.28,06465,2024-07-23,12:34:25,-63.816156,139.390455,0,1,4.5
152,matthew11,matthew11@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3413.7,37123,2024-08-11,16:14:41,-26.792311,-106.839247,1,72,324.0
153,tmartinez,tmartinez@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1331.57,80063,2024-08-07,07:16:35,1.091169,137.36876,0,62,285.2
154,emaxwell,emaxwell@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3333.07,68537,2024-01-26,09:48:44,42.844145,39.972579,1,71,326.6
155,barbaramason,barbaramason@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2860.95,89907,2024-09-24,06:43:05,21.174369,-107.533489,1,14,65.8
156,yellis,yellis@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3586.93,66559,2024-09-15,01:29:54,-65.847371,11.466215,0,70,297.5
157,ngonzalez,ngonzalez@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4986.82,73377,2024-08-18,02:21:03,-43.161921,-117.657153,1,6,27.6
158,timothy74,timothy74@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1896.83,63528,2024-06-28,14:15:41,-66.489892,67.085916,1,85,412.25
159,nicole35,nicole35@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2926.03,09727,2024-09-23,19:25:07,20.706098,118.566131,0,57,242.25
160,hgay,hgay@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2631.48,97512,2024-05-05,20:16:05,7.737173,32.551166,0,69,317.4
161,carloscox,carloscox@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1290.51,77180,2024-06-30,19:02:16,-7.966973,138.378958,1,37,173.9
162,rvargas,rvargas@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1885.96,56764,2024-10-30,22:33:47,44.16026,-38.813013,0,29,133.4
163,john92,john92@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3855.8,20201,2024-06-14,19:17:55,63.371516,32.224468,0,61,274.5
164,wwebb,wwebb@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2994.46,02203,2024-03-10,11:23:52,62.72743,176.956305,1,75,337.5
165,angelastevens,angelastevens@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2623.0,09907,2024-02-08,19:22:07,-58.403301,60.400737,1,6,27.6
166,christine96,christine96@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2226.26,32080,2024-04-05,18:08:28,-19.254731,48.981613,0,42,193.2
167,david96,david96@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1878.35,30689,2024-01-25,04:32:43,19.274447,-126.375115,1,63,289.8
168,michelle76,michelle76@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3246.01,38485,2024-04-20,07:10:40,0.965642,172.448529,0,52,252.2
169,steven26,steven26@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1922.89,04090,2024-03-22,03:45:18,-48.563639,79.324729,0,69,317.4
170,kathleenlewis,kathleenlewis@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1398.55,18819,2024-03-20,19:18:14,-55.19137,-101.776056,0,32,147.2
171,robertsonchristopher,robertsonchristopher@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4526.48,40130,2024-06-19,23:32:30,76.978795,-150.983839,0,14,67.9
172,jamiedaniels,jamiedaniels@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2266.25,64594,2024-06-29,18:53:35,57.822265,-72.152748,1,50,230.0
173,masonbryan,masonbryan@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2643.92,08432,2024-03-09,10:07:45,-23.172874,-117.960292,0,87,421.95
174,davidbenson,davidbenson@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1205.43,78042,2024-08-27,16:57:35,51.689959,-57.375612,0,79,383.15
175,robinwilliams,robinwilliams@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3072.89,70245,2024-03-16,04:17:34,11.479495,56.724935,1,81,344.25
176,dvalentine,dvalentine@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1051.73,54525,2024-08-21,00:01:28,20.056591,-119.896878,0,100,460.0
177,rjones,rjones@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2053.24,67815,2024-11-16,06:06:04,-80.066295,121.170758,1,82,385.4
178,gregorywilliam,gregorywilliam@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1491.71,47989,2024-01-28,06:41:27,-39.178032,146.46467,0,91,418.6
179,caleb45,caleb45@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1554.49,78170,2024-08-24,17:49:03,79.624569,121.874412,1,57,262.2
180,adamselizabeth,adamselizabeth@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4698.1,21490,2024-09-20,17:17:44,67.679193,78.436955,1,45,202.5
181,tony48,tony48@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3376.36,96799,2024-01-10,15:52:07,-37.230032,-143.960389,1,43,193.5
182,susan63,susan63@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4089.23,06230,2024-02-09,02:25:15,32.91316,147.821442,1,16,77.6
183,khall,khall@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1378.43,97331,2024-03-26,12:28:28,69.572961,-118.09778,0,99,455.4
184,laurengreen,laurengreen@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3126.65,89061,2024-06-04,09:50:18,-58.436142,95.749717,1,26,110.5
185,jessicachambers,jessicachambers@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4916.66,68281,2024-01-16,23:38:40,-82.395994,69.431541,1,72,349.2
186,grahamkristie,grahamkristie@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4439.65,70853,2024-11-05,14:14:17,32.922446,20.535089,1,23,105.8
187,hahnbrandi,hahnbrandi@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4040.81,91986,2024-03-27,11:59:23,-43.130758,178.654843,1,29,136.3
188,robertjohnston,robertjohnston@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4257.89,44047,2024-02-20,20:26:03,83.032033,31.631562,0,85,382.5
189,robertsonbrandon,robertsonbrandon@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1067.49,48475,2024-10-19,10:16:27,-33.135973,158.072045,0,4,18.0
190,sheila00,sheila00@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3084.76,58049,2024-08-11,21:13:31,86.110066,-91.526742,0,58,246.5
191,judysmith,judysmith@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1600.99,98942,2024-11-23,20:07:18,21.452089,4.176257,1,80,376.0
192,djones,djones@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3940.03,18164,2024-04-07,17:43:23,-75.369876,-164.528119,1,49,237.65
193,michael47,michael47@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4297.77,10504,2024-10-03,02:03:39,-39.48235,34.579452,0,75,318.75
194,bryce73,bryce73@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2774.67,00975,2024-09-22,17:14:35,-13.708527,124.587368,0,59,271.4
195,rita19,rita19@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3382.81,06566,2024-05-31,04:48:35,46.405118,68.441118,1,36,174.6
196,jarnold,jarnold@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4153.92,66703,2024-01-14,05:56:38,3.187623,92.939748,1,48,204.0
197,rileynicole,rileynicole@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4595.06,18034,2024-03-03,02:47:35,-42.290886,-51.975737,0,47,227.95
198,mvelazquez,mvelazquez@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4625.22,80717,2024-09-21,03:59:26,-33.36343,22.484709,1,8,36.8
199,fmcdonald,fmcdonald@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4489.21,02395,2024-01-15,22:03:46,-73.642627,92.675711,0,42,189.0
200,kevincampos,kevincampos@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2434.13,11741,2024-09-21,20:27:01,-84.230651,-29.022192,0,24,116.4
201,fryemorgan,fryemorgan@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4119.32,89269,2024-01-09,22:25:33,82.462216,-92.947375,0,24,112.8
202,ashley19,ashley19@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4121.69,01122,2024-03-10,15:52:41,-49.127617,-155.305234,1,38,161.5
203,dbryant,dbryant@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1749.38,26749,2024-05-29,22:35:50,35.420217,20.743457,1,22,93.5
204,castillomatthew,castillomatthew@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1919.11,02264,2024-07-02,06:05:58,73.965313,51.126371,0,37,157.25
205,christophermartinez,christophermartinez@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2548.21,14150,2024-09-04,13:41:51,65.904177,149.444239,1,6,28.2
206,youngandrea,youngandrea@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1828.24,64324,2024-03-14,05:38:42,-59.399817,34.676972,0,65,292.5
207,williamslorraine,williamslorraine@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4806.83,81962,2024-08-15,23:23:17,46.646865,74.162705,0,32,155.2
208,fsmith,fsmith@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1935.14,26731,2024-01-19,10:55:05,-29.003032,-13.298058,0,92,391.0
209,kevin47,kevin47@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4538.49,86974,2024-04-19,18:35:25,-70.745774,-137.941886,0,41,192.7
210,gjohnson,gjohnson@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3927.69,08887,2024-04-03,00:13:17,-24.255482,18.940503,1,63,283.5
211,xhill,xhill@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2928.21,40133,2024-03-25,14:59:59,53.847608,-170.835383,0,2,9.2
212,tristan73,tristan73@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1011.62,72535,2024-01-27,23:42:40,-81.551783,155.255873,1,28,119.0
213,fkennedy,fkennedy@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3937.34,53306,2024-08-17,20:20:18,-81.968891,-161.54143,1,55,266.75
214,jenniferberg,jenniferberg@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3944.0,39207,2024-11-19,00:05:34,76.482748,-10.854196,1,69,324.3
215,cody43,cody43@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1865.64,18730,2024-04-19,08:59:32,15.493523,-38.64634,1,42,193.2
216,baileybeth,baileybeth@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1973.47,20744,2024-03-20,15:58:13,21.176315,-123.526248,0,9,40.5
217,michael20,michael20@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1419.93,14437,2024-01-14,02:43:44,77.724643,-86.61359,0,12,54.0
218,rhodessara,rhodessara@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1714.77,45333,2024-02-28,09:52:41,87.270307,-69.741862,0,74,340.4
219,mccormickmeghan,mccormickmeghan@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2916.1,30053,2024-04-19,21:17:36,-8.591943,110.426252,1,78,358.8
220,vflores,vflores@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3352.88,99142,2024-05-25,00:42:23,87.118146,85.655613,0,24,110.4
221,ggill,ggill@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2598.89,80989,2024-08-25,06:09:03,74.017517,142.576277,0,48,220.8
222,ryan40,ryan40@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2201.22,88068,2024-03-08,06:28:23,14.615369,-160.115822,1,65,305.5
223,karilittle,karilittle@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1098.3,90544,2024-10-24,19:43:07,59.73746,-8.363078,0,48,225.6
224,gary35,gary35@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3632.55,47353,2024-06-06,17:47:42,49.244055,14.511061,0,38,161.5
225,johnbauer,johnbauer@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4016.11,62545,2024-04-22,01:00:08,73.883432,91.493665,0,92,423.2
226,valdezrichard,valdezrichard@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4927.09,58408,2024-04-25,07:23:06,30.159789,76.905784,1,49,220.5
227,morrowadam,morrowadam@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3654.14,21599,2024-08-31,14:11:06,80.958099,-27.779648,0,82,348.5
228,maria11,maria11@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1519.61,23163,2024-09-18,20:34:17,-18.377464,-113.603093,1,14,59.5
229,shellystewart,shellystewart@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2624.99,39821,2024-05-02,04:31:21,52.81327,130.358956,0,2,9.0
230,louiswilson,louiswilson@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4293.17,49932,2024-10-20,09:29:32,-11.803432,-115.815884,0,5,24.25
231,laurenleon,laurenleon@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4777.35,87208,2024-01-09,04:25:39,-67.080396,24.040579,0,73,335.8
232,alexander58,alexander58@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3813.81,91305,2024-05-17,22:05:52,-57.009046,-87.710985,0,11,49.5
233,ijordan,ijordan@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4687.06,83382,2024-01-02,04:10:52,57.617178,-50.84128,0,3,12.75
234,william74,william74@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4439.49,01469,2024-10-27,21:42:38,83.813719,41.855266,1,32,136.0
235,dawnking,dawnking@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3117.31,59568,2024-08-03,03:47:06,76.361461,6.53883,0,53,257.05
236,sanforddominic,sanforddominic@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4403.75,43105,2024-06-14,01:43:18,-23.974442,-64.813997,1,42,203.7
237,michellejensen,michellejensen@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3196.19,67692,2024-04-06,17:37:36,47.890112,84.423288,0,84,386.4
238,danielsmax,danielsmax@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4698.52,59039,2024-02-18,05:50:12,-67.47556,-126.57141,0,45,202.5
239,elizabeth09,elizabeth09@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3937.87,47585,2024-11-03,20:39:40,-62.252595,-109.310455,0,35,157.5
240,kristinafoley,kristinafoley@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2161.45,99806,2024-01-13,13:49:03,-49.842562,-149.782459,0,69,310.5
241,reidjames,reidjames@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4731.33,24202,2024-04-12,06:31:00,-35.36985,175.644174,1,10,46.0
242,qwarner,qwarner@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1387.56,61512,2024-11-23,10:35:14,-36.718864,-94.989554,1,97,455.9
243,matthewsjasmine,matthewsjasmine@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2971.4,48259,2024-01-17,06:52:54,19.940023,-163.654365,1,56,257.6
244,orogers,orogers@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1575.7,51557,2024-05-06,12:20:00,-50.405951,153.265195,1,36,162.0
245,jacob77,jacob77@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2604.56,65964,2024-11-02,16:02:41,3.022868,-35.425025,1,31,150.35
246,vmcgee,vmcgee@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3667.9,21582,2024-11-19,13:31:44,-4.225372,-61.788365,1,39,165.75
